id,full_name,email,phone,city,state,country,account_created_at,risk_segment,kyc_verified,home_lat,home_lon,created_at
cust_000034,Jyoti Solanki,pavani85@example.com,4443135182,Ahmedabad,Gujarat,IN,2025-05-05 08:28:25.182437,watchlist,True,23.002260231028988,72.62804023485874,2025-05-05 08:28:25.182437
cust_000035,Barkha Chaudhry,chamankaran@example.com,4082400842,Lucknow,Uttar Pradesh,IN,2025-08-11 13:29:04.182437,normal,True,26.92656986466108,80.97843449016422,2025-08-11 13:29:04.182437
cust_000036,Upasna Srinivas,loak@example.org,7116719022,Bengaluru,Karnataka,IN,2024-09-15 21:11:14.182437,normal,True,12.938861511218803,77.56906957503512,2024-09-15 21:11:14.182437
cust_000037,Jagat Saha,lajitaseshadri@example.com,9649909133,Jaipur,Rajasthan,IN,2024-10-10 21:57:52.182437,normal,True,26.916395763187005,75.80334650309628,2024-10-10 21:57:52.182437
cust_000038,Oscar Borde,aarnavrege@example.com,4034471349,Pune,Maharashtra,IN,2026-02-21 05:55:54.182437,normal,True,18.47100670449301,73.892851896979,2026-02-21 05:55:54.182437
cust_000039,Manthan Lata,ekbalbhasin@example.org,9947174648,Hyderabad,Telangana,IN,2024-03-31 15:37:43.182437,normal,True,17.389275666481982,78.40091458406809,2024-03-31 15:37:43.182437
cust_000040,Balveer Sankaran,zashil01@example.org,4902787429,Delhi,Delhi,IN,2023-11-10 22:52:23.182437,normal,True,28.657653675876965,77.07729356631742,2023-11-10 22:52:23.182437
cust_000041,Ijaya Rege,ekani12@example.com,7468071545,Bengaluru,Karnataka,IN,2026-04-30 11:07:53.182437,normal,True,12.967957115557947,77.6890639397752,2026-04-30 11:07:53.182437
cust_000042,Turvi Sachdev,guhazarna@example.com,7034824771,Lucknow,Uttar Pradesh,IN,2025-06-15 13:30:42.182437,normal,True,26.85860856530698,80.90416140550508,2025-06-15 13:30:42.182437
cust_000043,Deepa Atwal,ochander@example.org,1274846773,Pune,Maharashtra,IN,2025-04-13 14:02:44.182437,normal,True,18.531431540215358,73.8390956126273,2025-04-13 14:02:44.182437
cust_000044,Rayaan Trivedi,ekarajmajumdar@example.com,8404499727,Ahmedabad,Gujarat,IN,2025-11-28 17:03:36.182437,normal,True,23.03873791197668,72.60042838435177,2025-11-28 17:03:36.182437
cust_000045,Krishna Shah,ranbir39@example.com,6057662702,Jaipur,Rajasthan,IN,2023-09-16 14:17:27.182437,normal,True,26.972861532361197,75.7860856752165,2023-09-16 14:17:27.182437
cust_000046,Ria Chaudhry,uaurora@example.org,2174596158,Delhi,Delhi,IN,2026-07-23 18:15:07.182437,normal,True,28.78604802637999,77.14790113312682,2026-07-23 18:15:07.182437
cust_000047,Ekapad Keer,utkarsh16@example.org,7240050455,Chandigarh,Chandigarh,IN,2024-10-17 06:12:41.182437,normal,True,30.697928022759392,76.88989278328742,2024-10-17 06:12:41.182437
cust_000048,Pranit Garde,farhanraja@example.net,7923747407,Kolkata,West Bengal,IN,2024-02-19 01:12:50.182437,normal,True,22.588949725663507,88.32214377480139,2024-02-19 01:12:50.182437
cust_000049,Riya Pai,panini47@example.com,6713695944,Bengaluru,Karnataka,IN,2025-08-03 14:17:36.182437,normal,False,13.054245652561521,77.69848887925993,2025-08-03 14:17:36.182437
cust_000050,Chandran Taneja,victor95@example.org,9421047095,Kochi,Kerala,IN,2024-10-11 22:06:10.182437,watchlist,True,9.929548736814022,76.24211748698123,2024-10-11 22:06:10.182437
cust_000051,Ojasvi Gill,kevinzacharia@example.com,2474517123,Chandigarh,Chandigarh,IN,2024-06-02 06:52:20.182437,normal,True,30.72468125212732,76.81513658637589,2024-06-02 06:52:20.182437
cust_000052,Megha Atwal,jatin75@example.net,9651370985,Delhi,Delhi,IN,2026-04-27 03:07:42.182437,watchlist,True,28.767992832751528,77.13102436654319,2026-04-27 03:07:42.182437
cust_000053,Chasmum Rege,deychakradev@example.org,7113826758,Lucknow,Uttar Pradesh,IN,2025-10-26 09:17:29.182437,normal,True,26.851786160423586,81.02110058851522,2025-10-26 09:17:29.182437
cust_000054,Hardik Suri,cmammen@example.net,3773515850,Bengaluru,Karnataka,IN,2025-04-01 14:45:58.182437,normal,True,12.955958176347425,77.64614596691834,2025-04-01 14:45:58.182437
cust_000055,Suhani Chand,anshbedi@example.com,2931839335,Jaipur,Rajasthan,IN,2025-11-30 15:15:55.182437,watchlist,True,26.897996860082436,75.80885114790054,2025-11-30 15:15:55.182437
cust_000056,Maanav De,owen10@example.org,5395024026,Port Blair,Andaman and Nicobar Islands,IN,2025-01-14 07:39:40.182437,normal,True,11.617721871760478,92.72370739086736,2025-01-14 07:39:40.182437
cust_000057,Saumya Pathak,sethyahvi@example.org,8470076617,Delhi,Delhi,IN,2025-03-15 15:09:04.182437,normal,True,28.68523067412689,77.16974270155904,2025-03-15 15:09:04.182437
cust_000058,Manbir Bhatti,anvinair@example.com,7896118367,Bhopal,Madhya Pradesh,IN,2024-12-19 11:12:18.182437,normal,True,23.22325369809457,77.37558838737256,2024-12-19 11:12:18.182437
cust_000059,Mohini Sagar,munshiprisha@example.com,5271111615,Hyderabad,Telangana,IN,2026-01-27 02:50:50.182437,normal,True,17.491049678292256,78.53559237823272,2026-01-27 02:50:50.182437
cust_000060,Jason Roy,pallavi04@example.net,5198327315,Delhi,Delhi,IN,2025-09-22 17:17:06.182437,normal,True,28.58484431506535,77.07423706303949,2025-09-22 17:17:06.182437
cust_000061,Upkaar Sanghvi,lokeayush@example.org,4550229612,Chandigarh,Chandigarh,IN,2025-12-04 06:58:22.182437,normal,True,30.642700533121896,76.73186546532924,2025-12-04 06:58:22.182437
cust_000062,Krisha Saini,kom@example.com,5991022901,Bengaluru,Karnataka,IN,2026-06-19 15:32:27.182437,normal,True,12.814674266688298,77.5877505211153,2026-06-19 15:32:27.182437
cust_000063,Riya Sachdeva,tanveer81@example.com,1497840369,Jaipur,Rajasthan,IN,2024-05-12 06:37:36.182437,normal,True,26.855302909041935,75.79029526283982,2024-05-12 06:37:36.182437
cust_000064,Siddharth Devan,bimala51@example.org,6226838851,Bhopal,Madhya Pradesh,IN,2026-03-29 01:42:28.182437,normal,True,23.17864393705587,77.4167455926586,2026-03-29 01:42:28.182437
cust_000065,Tripti Brahmbhatt,pushti96@example.net,4160529751,Hyderabad,Telangana,IN,2025-12-14 12:39:46.182437,normal,True,17.364254186093984,78.56179764825943,2025-12-14 12:39:46.182437
cust_000066,Nandini Viswanathan,randhawadayita@example.net,3521818835,Kochi,Kerala,IN,2024-07-07 05:42:09.182437,normal,True,10.001767843087281,76.30656728015052,2024-07-07 05:42:09.182437
cust_000067,Madhav Kunda,oscardua@example.net,2779979955,Pune,Maharashtra,IN,2026-07-08 04:33:08.182437,normal,True,18.504069310966937,73.95596901976302,2026-07-08 04:33:08.182437
cust_000068,Riya Mitter,daksh58@example.org,7700541199,Ahmedabad,Gujarat,IN,2025-11-10 18:52:24.182437,normal,True,22.944848236108008,72.50122206852181,2025-11-10 18:52:24.182437
cust_000069,Shivani Guha,vamakshi82@example.org,1518203778,Hyderabad,Telangana,IN,2024-08-12 19:34:17.182437,high_risk,True,17.38081084500555,78.59940190544606,2024-08-12 19:34:17.182437
cust_000070,Kashish Mandal,xrege@example.com,5151864492,Mumbai,Maharashtra,IN,2026-02-28 15:59:10.182437,normal,True,19.065883054656496,72.86853773783955,2026-02-28 15:59:10.182437
cust_000071,Inaya Mukherjee,mdayal@example.net,4865281685,Port Blair,Andaman and Nicobar Islands,IN,2024-08-05 20:32:48.182437,normal,False,11.551304482194409,92.77379647926352,2024-08-05 20:32:48.182437
cust_000072,Tanish Om,ohanda@example.org,1418880592,Kochi,Kerala,IN,2026-05-06 03:28:16.182437,normal,True,9.978858812716469,76.30675376007,2026-05-06 03:28:16.182437
cust_000073,Pratyush Gandhi,abassi@example.com,7947383473,Delhi,Delhi,IN,2023-10-17 13:24:26.182437,normal,True,28.67263896635763,77.06716466158136,2023-10-17 13:24:26.182437
cust_000074,Baghyawati Raja,medwin@example.net,4075818141,Delhi,Delhi,IN,2025-11-05 11:22:37.182437,normal,True,28.63944388747975,77.10669362508806,2025-11-05 11:22:37.182437
cust_000075,Rajeshri Chand,shravyapalla@example.org,0685361530,Lucknow,Uttar Pradesh,IN,2025-09-21 19:48:42.182437,normal,True,26.792679633536075,80.88732917473754,2025-09-21 19:48:42.182437
cust_000076,Laksh Barad,urmi27@example.com,1043289861,Bengaluru,Karnataka,IN,2026-02-01 20:16:37.182437,normal,True,12.950415464154467,77.57014219124079,2026-02-01 20:16:37.182437
cust_000077,Champak Khare,eshankar@example.org,9808932460,Hyderabad,Telangana,IN,2025-09-02 11:57:24.182437,normal,True,17.358101073558903,78.51002222984201,2025-09-02 11:57:24.182437
cust_000078,Rachit Chada,ekansh88@example.net,6706540515,Hyderabad,Telangana,IN,2024-01-23 06:58:05.182437,normal,True,17.388952390107516,78.47229219847445,2024-01-23 06:58:05.182437
cust_000079,Kiaan Basu,hamsini27@example.net,2217043030,Pune,Maharashtra,IN,2025-03-02 03:25:05.182437,normal,True,18.529550646415572,73.80712364794478,2025-03-02 03:25:05.182437
cust_000080,Urvashi Kulkarni,halderbhavika@example.com,5415667652,Ahmedabad,Gujarat,IN,2023-11-21 21:53:44.182437,normal,True,23.027763931195484,72.57893012464223,2023-11-21 21:53:44.182437
cust_000081,Fitan Samra,sanipranit@example.net,5115447962,Lucknow,Uttar Pradesh,IN,2024-01-29 15:31:54.182437,normal,True,26.771547657032123,80.99598468771852,2024-01-29 15:31:54.182437
cust_000082,Ira Saran,dakshesh16@example.com,0297021355,Kochi,Kerala,IN,2025-02-06 20:21:55.182437,normal,True,9.88712831473865,76.27181548996033,2025-02-06 20:21:55.182437
cust_000083,Shivani Prabhakar,sachi19@example.org,6543102786,Delhi,Delhi,IN,2024-09-19 00:49:39.182437,normal,True,28.762320587026764,77.1487838378857,2024-09-19 00:49:39.182437
cust_000084,Sanaya Kala,vritti31@example.org,7271551884,Jaipur,Rajasthan,IN,2025-07-26 15:46:22.182437,normal,True,26.914116669428445,75.7691750498559,2025-07-26 15:46:22.182437
cust_000085,Yashoda Kapur,iyerliam@example.org,0589578291,Bengaluru,Karnataka,IN,2024-11-04 11:09:47.182437,normal,True,13.01897559542878,77.62833474889042,2024-11-04 11:09:47.182437
cust_000086,Nirja Rout,dassedhitha@example.net,7785289226,Bhopal,Madhya Pradesh,IN,2023-12-24 20:47:59.182437,normal,True,23.228981748997793,77.37285531764991,2023-12-24 20:47:59.182437
cust_000087,Daksha Gala,ekantikakar@example.com,1438424981,Bhopal,Madhya Pradesh,IN,2025-12-31 15:51:44.182437,normal,True,23.1562822409152,77.42030159208417,2025-12-31 15:51:44.182437
cust_000088,Onveer Nazareth,balakrishnanfinn@example.org,3969078447,Lucknow,Uttar Pradesh,IN,2025-12-16 12:49:35.182437,normal,True,26.842565112749078,81.00300956873212,2025-12-16 12:49:35.182437
cust_000089,Elijah Bhasin,riasagar@example.com,3592555625,Delhi,Delhi,IN,2024-08-30 23:06:49.182437,normal,True,28.722052754674017,77.16921145970863,2024-08-30 23:06:49.182437
cust_000090,Wyatt Shukla,lokeshivani@example.org,1046963259,Ahmedabad,Gujarat,IN,2025-09-15 12:35:24.182437,normal,True,22.987631788604194,72.62830751654838,2025-09-15 12:35:24.182437
cust_000091,Yutika Sibal,fmorar@example.org,6873395004,Pune,Maharashtra,IN,2023-11-28 20:20:01.182437,normal,True,18.493954181044767,73.89557980308962,2023-11-28 20:20:01.182437
cust_000092,Abhiram Chokshi,qdesai@example.net,6506098358,Mumbai,Maharashtra,IN,2025-04-27 06:13:32.182437,normal,True,19.003062080373464,72.88945676496832,2025-04-27 06:13:32.182437
cust_000093,Ati Dani,gunbirramesh@example.com,8523986800,Chandigarh,Chandigarh,IN,2025-08-05 14:11:20.182437,normal,True,30.634065602927706,76.76604312570291,2025-08-05 14:11:20.182437
cust_000094,Zilmil Shan,yutikadey@example.com,2694958887,Kochi,Kerala,IN,2026-01-09 02:47:32.182437,normal,True,9.953217699693896,76.24125157243846,2026-01-09 02:47:32.182437
cust_000095,Jyoti Narula,sahadarika@example.net,9749930972,Ahmedabad,Gujarat,IN,2024-04-26 05:29:29.182437,normal,True,22.969978118562203,72.61370592346479,2024-04-26 05:29:29.182437
cust_000096,Xavier Balay,halderanirudh@example.com,6263689702,Hyderabad,Telangana,IN,2023-11-28 14:39:45.182437,normal,True,17.379826860507656,78.46222146764846,2023-11-28 14:39:45.182437
cust_000097,Vanya Vora,lmurthy@example.com,8549733484,Jaipur,Rajasthan,IN,2023-12-02 10:54:37.182437,normal,True,26.914494796057717,75.91913345709727,2023-12-02 10:54:37.182437
cust_000098,Vrinda Nadig,jpalla@example.net,4198665240,Mumbai,Maharashtra,IN,2023-11-15 15:41:21.182437,normal,True,19.13367514248908,72.9358286834094,2023-11-15 15:41:21.182437
cust_000099,Aahana Srinivas,sakshamyohannan@example.com,2199330833,Jaipur,Rajasthan,IN,2025-12-01 20:03:54.182437,normal,True,26.93417731594962,75.79562426362885,2025-12-01 20:03:54.182437
cust_000100,Urmi Chaudhry,abduldugar@example.com,7345401938,Jaipur,Rajasthan,IN,2024-01-01 05:01:09.182437,normal,True,26.79259588558348,75.75335098267685,2024-01-01 05:01:09.182437
cust_000101,Balhaar Ranganathan,vgrewal@example.com,0499154788,Delhi,Delhi,IN,2026-03-11 02:45:51.182437,normal,True,28.680071279339877,77.00875539679762,2026-03-11 02:45:51.182437
cust_000102,Anjali Hans,narayanannicholas@example.net,4205493296,Bhopal,Madhya Pradesh,IN,2024-08-29 03:17:03.182437,normal,True,23.202029210489226,77.31355817645387,2024-08-29 03:17:03.182437
cust_000103,Nandini Chandran,logansood@example.com,0463745499,Guwahati,Assam,IN,2026-01-30 17:17:10.182437,normal,True,26.142583808215132,91.77713829854244,2026-01-30 17:17:10.182437
cust_000104,David Dani,kmohanty@example.com,1459332727,Port Blair,Andaman and Nicobar Islands,IN,2023-10-30 11:55:26.182437,normal,True,11.678738725931217,92.74723922310396,2023-10-30 11:55:26.182437
cust_000105,Tejas Kota,vorasanya@example.net,1910883982,Pune,Maharashtra,IN,2026-06-15 22:53:43.182437,normal,True,18.47223018294007,73.76009674207401,2026-06-15 22:53:43.182437
cust_000106,Jackson Jha,gchand@example.com,7286790874,Jaipur,Rajasthan,IN,2025-01-02 05:22:12.182437,normal,True,26.824556565029926,75.72385087113727,2025-01-02 05:22:12.182437
cust_000107,Tejas Bora,sampathhemangini@example.net,8017046226,Hyderabad,Telangana,IN,2026-07-05 03:26:29.182437,normal,True,17.340557015098216,78.47871257510042,2026-07-05 03:26:29.182437
cust_000108,Keya Buch,ijayadani@example.org,8230047868,Hyderabad,Telangana,IN,2024-10-15 09:04:27.182437,normal,True,17.334291789093655,78.50364879468341,2024-10-15 09:04:27.182437
cust_000109,Hiral Dubey,ranbir10@example.net,9033119079,Lucknow,Uttar Pradesh,IN,2026-05-28 12:15:40.182437,normal,True,26.835086324860026,80.94672728558706,2026-05-28 12:15:40.182437
cust_000110,Reva Kaur,dakshdey@example.net,3959953428,Kolkata,West Bengal,IN,2023-12-20 10:51:03.182437,normal,False,22.62961252763356,88.30488841328999,2023-12-20 10:51:03.182437
cust_000111,Darsh Gill,dtandon@example.com,8566246287,Port Blair,Andaman and Nicobar Islands,IN,2026-01-20 08:10:18.182437,normal,True,11.644335228914619,92.7258013385762,2026-01-20 08:10:18.182437
cust_000112,Ubika Bhardwaj,jsaha@example.net,6343517518,Delhi,Delhi,IN,2025-12-11 22:42:39.182437,watchlist,True,28.687425685951517,77.1467628160433,2025-12-11 22:42:39.182437
cust_000113,Balveer Bora,teerthsrinivas@example.org,4033173936,Chennai,Tamil Nadu,IN,2024-03-22 12:35:10.182437,normal,True,13.126650707727851,80.22337546020059,2024-03-22 12:35:10.182437
cust_000114,Lajita Shukla,darika45@example.net,7175355609,Guwahati,Assam,IN,2023-12-14 14:58:24.182437,normal,True,26.135391970807106,91.7502605841292,2023-12-14 14:58:24.182437
cust_000115,Omisha Merchant,rohannarayan@example.org,9378547772,Kolkata,West Bengal,IN,2024-11-14 11:20:51.182437,normal,True,22.558949662598874,88.3931510666144,2024-11-14 11:20:51.182437
cust_000116,Qarin Bhargava,bordechanakya@example.org,2312038750,Bhopal,Madhya Pradesh,IN,2025-12-20 14:52:51.182437,normal,True,23.273959600895513,77.5042280620178,2025-12-20 14:52:51.182437
cust_000117,Amol Ahuja,barora@example.net,8408621182,Port Blair,Andaman and Nicobar Islands,IN,2026-06-10 16:15:06.182437,normal,True,11.54688604320351,92.72037820051263,2026-06-10 16:15:06.182437
cust_000118,Irya Loke,xbrar@example.com,9334101666,Lucknow,Uttar Pradesh,IN,2026-01-07 07:19:09.182437,normal,True,26.80127487442439,80.97640537277195,2026-01-07 07:19:09.182437
cust_000119,Onveer Butala,psaraf@example.com,8033974014,Lucknow,Uttar Pradesh,IN,2024-02-06 16:13:55.182437,normal,True,26.76584140549772,80.96351563551124,2024-02-06 16:13:55.182437
cust_000120,Divya Babu,maanasrao@example.org,2939685621,Bengaluru,Karnataka,IN,2024-10-13 14:15:06.182437,normal,True,12.940097578432583,77.55789190669395,2024-10-13 14:15:06.182437
cust_000121,Rajeshri Kata,oakmekhala@example.com,4773586629,Delhi,Delhi,IN,2026-01-05 03:55:11.182437,normal,True,28.631775089822966,77.07924620268996,2026-01-05 03:55:11.182437
cust_000122,Yatin Borah,loyalmitesh@example.com,6551104754,Chennai,Tamil Nadu,IN,2026-03-26 07:56:16.182437,normal,True,13.136925026514547,80.26944056582353,2026-03-26 07:56:16.182437
cust_000123,Raagini Sen,bchauhan@example.org,8199560466,Kolkata,West Bengal,IN,2024-07-11 00:54:19.182437,normal,True,22.603984020893726,88.44713209109831,2024-07-11 00:54:19.182437
cust_000124,Lajita Gara,amrutamitra@example.com,2126464715,Bhopal,Madhya Pradesh,IN,2024-10-12 20:16:50.182437,normal,True,23.273087779241127,77.38466002139688,2024-10-12 20:16:50.182437
cust_000125,Tanvi Chhabra,dakshaahuja@example.com,9657569245,Chennai,Tamil Nadu,IN,2023-11-16 16:10:03.182437,normal,True,13.10606261075914,80.24348519268429,2023-11-16 16:10:03.182437
cust_000126,Peter Rao,bishakha79@example.org,6465193982,Pune,Maharashtra,IN,2024-11-01 13:38:02.182437,normal,True,18.49517886583514,73.78070536001906,2024-11-01 13:38:02.182437
cust_000127,Raksha Manne,regexalak@example.org,3426617979,Kolkata,West Bengal,IN,2024-03-19 23:33:28.182437,normal,True,22.61891287455422,88.34459987121753,2024-03-19 23:33:28.182437
cust_000128,Balhaar Parsa,choprayuvraj@example.net,2909656101,Chennai,Tamil Nadu,IN,2024-05-06 18:27:36.182437,normal,True,13.091804912290794,80.21890190356967,2024-05-06 18:27:36.182437
cust_000129,Sanaya Prasad,xsheth@example.net,5071461125,Jaipur,Rajasthan,IN,2025-06-24 03:34:17.182437,normal,True,26.934197381485774,75.74920293809325,2025-06-24 03:34:17.182437
cust_000130,Vasudha Pall,cchatterjee@example.net,5140105123,Delhi,Delhi,IN,2023-12-24 15:32:30.182437,normal,True,28.69701456391491,77.14639130156196,2023-12-24 15:32:30.182437
cust_000131,Ganga Sandhu,zkata@example.com,2660937966,Kochi,Kerala,IN,2024-04-17 07:23:38.182437,normal,True,9.970737965611628,76.26619849637416,2024-04-17 07:23:38.182437
cust_000132,Dev Chaudry,jasmitnanda@example.org,1478596969,Bhopal,Madhya Pradesh,IN,2025-03-25 07:37:01.182437,normal,True,23.17149344836466,77.56224052850303,2025-03-25 07:37:01.182437
cust_000133,Orinder Mishra,desaidhriti@example.org,4125286692,Bengaluru,Karnataka,IN,2025-06-27 09:51:27.182437,normal,True,13.058892948513657,77.63073374124441,2025-06-27 09:51:27.182437
cust_000134,Vidhi Yogi,ojassuri@example.com,2579050723,Chennai,Tamil Nadu,IN,2025-03-18 05:26:28.182437,watchlist,True,13.045039810920452,80.2650203919149,2025-03-18 05:26:28.182437
cust_000135,Nilima Swamy,fsawhney@example.org,9034043842,Chandigarh,Chandigarh,IN,2023-10-30 17:38:10.182437,normal,True,30.706128978511174,76.84259279695482,2023-10-30 17:38:10.182437
cust_000136,Ishaan Loyal,benjamin78@example.org,1340745171,Hyderabad,Telangana,IN,2026-07-24 07:32:12.182437,normal,True,17.398125144542593,78.447491807082,2026-07-24 07:32:12.182437
cust_000137,Priya Gandhi,samueljhaveri@example.org,8498254494,Delhi,Delhi,IN,2025-03-01 04:20:33.182437,normal,True,28.68056224504376,77.15855940712851,2025-03-01 04:20:33.182437
cust_000138,Daniel Malhotra,kevinkrish@example.org,3672946671,Guwahati,Assam,IN,2025-05-22 01:05:40.182437,normal,True,26.224504892341024,91.81261657817431,2025-05-22 01:05:40.182437
cust_000139,Jyoti Sha,lnarang@example.org,7518636374,Kochi,Kerala,IN,2024-04-25 20:24:48.182437,watchlist,True,9.9690516032527,76.25466875655988,2024-04-25 20:24:48.182437
